comment_id,status_id,parent_id,comment_message,comment_author,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special
1232627263508821_1235736536531227,407422362695986_1232627263508821,1232627263508821_1234582009980013,[[STICKER]],Abdullah Al Mahmud,2017-10-21 04:08:35,0,0,0,0,0,0,0,0
1232627263508821_1236774733094074,407422362695986_1232627263508821,,আমরা সাথেই আছি,শুকহিন জীবণ,2017-10-22 11:03:33,2,2,0,0,0,0,0,0
1232627263508821_1237277319710482,407422362695986_1232627263508821,1232627263508821_1236774733094074,"Dear শুকহিন জীবণ,
Thanks for supporting us, stay with us. :)",Lifebuoy,2017-10-23 02:59:21,0,0,0,0,0,0,0,0
1232627263508821_1235128363258711,407422362695986_1232627263508821,,hi,Ahmed Sahab,2017-10-20 09:27:57,4,4,0,0,0,0,0,0
1232627263508821_1235130309925183,407422362695986_1232627263508821,1232627263508821_1235128363258711,"Dear Ahmed Sahab,
Thank you for your query. How can we help you?",Lifebuoy,2017-10-20 09:30:52,0,0,0,0,0,0,0,0
1232627263508821_1235699659868248,407422362695986_1232627263508821,,DRMC te na?????,Rini Mandal,2017-10-21 02:59:26,2,2,0,0,0,0,0,0
1232627263508821_1235935353178012,407422362695986_1232627263508821,1232627263508821_1235699659868248,"Dear Rini Mandal,
The place of the campaingn was Dhaka Residential Model College ground :)",Lifebuoy,2017-10-21 09:19:20,0,0,0,0,0,0,0,0
1232627263508821_1233559193415628,407422362695986_1232627263508821,,"amar janu....chilo

Hridoy Hasan Rakib :-* :-* :-* :-* :-*",Afroja Afrin,2017-10-18 08:09:44,10,5,0,0,4,1,0,0
1232627263508821_1233639596740921,407422362695986_1232627263508821,1232627263508821_1233559193415628,😁 [[PHOTO]],Hridoy Hasan Rakib,2017-10-18 10:03:18,1,0,1,0,0,0,0,0
1232627263508821_1233640153407532,407422362695986_1232627263508821,1232627263508821_1233559193415628,[[STICKER]],Afroja Afrin,2017-10-18 10:04:14,0,0,0,0,0,0,0,0
1232627263508821_1234062506698630,407422362695986_1232627263508821,1232627263508821_1233559193415628,"Hi, Hridoy Hasan Rakib!
Thank you for participating. We really appreciate your efforts. :)",Lifebuoy,2017-10-18 22:56:51,1,0,1,0,0,0,0,0
1232627263508821_1234067393364808,407422362695986_1232627263508821,1232627263508821_1233559193415628,thanks.,Hridoy Hasan Rakib,2017-10-18 23:07:55,2,1,1,0,0,0,0,0
1232627263508821_1233543593417188,407422362695986_1232627263508821,,My daughter had participated in this programme [[PHOTO]],Shada Nil,2017-10-18 07:46:06,23,20,2,1,0,0,0,0
1232627263508821_1234864486618432,407422362695986_1232627263508821,,I also participated in this programme,Moni Roy,2017-10-20 00:45:09,5,5,0,0,0,0,0,0
1232627263508821_1233693903402157,407422362695986_1232627263508821,,I love lifebuoy,Nill Akash,2017-10-18 11:19:43,10,10,0,0,0,0,0,0
1232627263508821_1233990746705806,407422362695986_1232627263508821,,darun,Sje Prince Elias,2017-10-18 20:21:59,11,11,0,0,0,0,0,0
1232627263508821_1233733563398191,407422362695986_1232627263508821,,very nice,Sudip Sudip Paul,2017-10-18 12:26:46,10,10,0,0,0,0,0,0
1232627263508821_1233576953413852,407422362695986_1232627263508821,,পাশে আছি,চোখের  বালি,2017-10-18 08:34:01,10,9,0,0,0,0,1,0
1232627263508821_1233582956746585,407422362695986_1232627263508821,,my favarit,Esteak Hosen,2017-10-18 08:43:53,10,8,0,0,1,0,1,0
1232627263508821_1233568973414650,407422362695986_1232627263508821,,Great job,Aminul Hoque Bhuiya,2017-10-18 08:25:04,10,10,0,0,0,0,0,0
1232627263508821_1233563410081873,407422362695986_1232627263508821,,বাহ্ মনোমুগ্ধকর।,Arif Bin Shahadat Shuvo,2017-10-18 08:16:19,7,7,0,0,0,0,0,0
1232627263508821_1233795346725346,407422362695986_1232627263508821,,beautiful,MD Arif Hosain,2017-10-18 14:12:14,7,7,0,0,0,0,0,0
1232627263508821_1234065560031658,407422362695986_1232627263508821,,wow awesome,Mizanur Hossen Uzzal,2017-10-18 23:04:25,6,6,0,0,0,0,0,0
1232627263508821_1233539486750932,407422362695986_1232627263508821,,Amar mey mariyam aekhane silo dt:14>10>2017 in dhaka,Aminul Islam,2017-10-18 07:39:55,4,4,0,0,0,0,0,0
1232627263508821_1234597519978462,407422362695986_1232627263508821,,On my college 😎,Mubashshir Pervez,2017-10-19 15:26:56,5,5,0,0,0,0,0,0
1232627263508821_1234879119950302,407422362695986_1232627263508821,,Extraordinary,Showrav,2017-10-20 01:19:52,4,4,0,0,0,0,0,0
1232627263508821_1233540126750868,407422362695986_1232627263508821,,supper,Chakrajit Sarkar,2017-10-18 07:41:07,4,4,0,0,0,0,0,0
1232627263508821_1234004413371106,407422362695986_1232627263508821,,Amio silam,MD Rifat Alam Rafi,2017-10-18 20:51:18,3,3,0,0,0,0,0,0
1232627263508821_1233739173397630,407422362695986_1232627263508821,,Alhamdulillah..congratulation,Rezaul Karim,2017-10-18 12:34:06,3,3,0,0,0,0,0,0
1232627263508821_1234877896617091,407422362695986_1232627263508821,,খুব সুন্দর  হয়েছে।,Dsco Jamalpur,2017-10-20 01:16:49,2,2,0,0,0,0,0,0
1232627263508821_1234728359965378,407422362695986_1232627263508821,,I like it,Md Jahangir Hossain,2017-10-19 20:15:46,2,2,0,0,0,0,0,0
1232627263508821_1236500486454832,407422362695986_1232627263508821,,nice pic  লাকছে,Abutaleb Babu,2017-10-22 03:35:54,1,1,0,0,0,0,0,0
1232627263508821_1234874036617477,407422362695986_1232627263508821,,মাশাআললাহ দারুণ,Ismail Hossain,2017-10-20 01:07:50,1,1,0,0,0,0,0,0
1232627263508821_1236308413140706,407422362695986_1232627263508821,,josss,MD Nayem,2017-10-21 21:16:02,1,1,0,0,0,0,0,0
1232627263508821_1237224886382392,407422362695986_1232627263508821,,I Like it,Shimul Hossen,2017-10-23 00:54:39,1,1,0,0,0,0,0,0
1232627263508821_1236375109800703,407422362695986_1232627263508821,,supper,Takbir Hossen,2017-10-21 23:20:19,1,1,0,0,0,0,0,0
1232627263508821_1236393476465533,407422362695986_1232627263508821,,Nice...,Md Manik,2017-10-22 00:03:12,1,1,0,0,0,0,0,0
1232627263508821_1236018093169738,407422362695986_1232627263508821,,osther,Arafat Ahamed,2017-10-21 11:21:30,1,1,0,0,0,0,0,0
1232627263508821_1233956836709197,407422362695986_1232627263508821,,beautiful,Md Mujahid Ahamad,2017-10-18 19:07:56,8,8,0,0,0,0,0,0
1232627263508821_1233730443398503,407422362695986_1232627263508821,,nice pic,Rone Sarkar,2017-10-18 12:21:23,4,4,0,0,0,0,0,0
1232627263508821_1233604313411116,407422362695986_1232627263508821,,nice,অবুঝ বালক,2017-10-18 09:14:06,5,5,0,0,0,0,0,0
1232627263508821_1233963050041909,407422362695986_1232627263508821,,nice,Najmul Sakib,2017-10-18 19:25:39,5,5,0,0,0,0,0,0
1232627263508821_1234053030032911,407422362695986_1232627263508821,,😊,Mim Akter Brishty,2017-10-18 22:34:32,5,5,0,0,0,0,0,0
1232627263508821_1234049443366603,407422362695986_1232627263508821,,Nice,Md Tarek,2017-10-18 22:26:13,5,5,0,0,0,0,0,0
1232627263508821_1233591353412412,407422362695986_1232627263508821,,Nice,Hassan Khan,2017-10-18 08:57:16,5,5,0,0,0,0,0,0
1232627263508821_1234030343368513,407422362695986_1232627263508821,,Nice,Md Saiful,2017-10-18 21:39:11,5,5,0,0,0,0,0,0
1232627263508821_1234058533365694,407422362695986_1232627263508821,,nc,কষ্ঠের মাঝি মুন্না,2017-10-18 22:47:33,4,4,0,0,0,0,0,0
1232627263508821_1234029773368570,407422362695986_1232627263508821,,wow,Rj Jibon,2017-10-18 21:38:28,4,4,0,0,0,0,0,0
1232627263508821_1234024846702396,407422362695986_1232627263508821,,nice,Anamul Hasan,2017-10-18 21:28:26,4,4,0,0,0,0,0,0
1232627263508821_1233954986709382,407422362695986_1232627263508821,,wow,Muhammad Ullah,2017-10-18 19:03:00,4,4,0,0,0,0,0,0
1232627263508821_1234001273371420,407422362695986_1232627263508821,,nice,Md Emran,2017-10-18 20:44:01,4,4,0,0,0,0,0,0
1232627263508821_1234614259976788,407422362695986_1232627263508821,,nice,Md Imran Sheikh,2017-10-19 16:01:23,4,4,0,0,0,0,0,0
1232627263508821_1234036276701253,407422362695986_1232627263508821,,nice,Mst Tania Hd,2017-10-18 21:53:56,4,4,0,0,0,0,0,0
1232627263508821_1233612343410313,407422362695986_1232627263508821,,Nice,SK Shanto Khan,2017-10-18 09:25:13,4,4,0,0,0,0,0,0
1232627263508821_1233587586746122,407422362695986_1232627263508821,,Nice,Jakir Jakir,2017-10-18 08:52:03,4,4,0,0,0,0,0,0
1232627263508821_1234034140034800,407422362695986_1232627263508821,,nice,Saiful Islam Cox,2017-10-18 21:49:02,4,4,0,0,0,0,0,0
1232627263508821_1233675303404017,407422362695986_1232627263508821,,nice,অচেনা পাখির মন,2017-10-18 10:56:37,4,4,0,0,0,0,0,0
1232627263508821_1233546466750234,407422362695986_1232627263508821,,Cute,Sumon Chowdhury,2017-10-18 07:51:08,4,4,0,0,0,0,0,0
1232627263508821_1233587163412831,407422362695986_1232627263508821,,nyc,Sujoy Pul,2017-10-18 08:51:29,4,4,0,0,0,0,0,0
1232627263508821_1233548003416747,407422362695986_1232627263508821,,nice,Omor Ali Omor Alli,2017-10-18 07:53:59,4,4,0,0,0,0,0,0
1232627263508821_1233525496752331,407422362695986_1232627263508821,,nice,Sayed Jidan,2017-10-18 07:15:31,3,3,0,0,0,0,0,0
1232627263508821_1236414829796731,407422362695986_1232627263508821,,Nice,Rassel Ahmed Rassel,2017-10-22 00:51:21,3,3,0,0,0,0,0,0
1232627263508821_1234067763364771,407422362695986_1232627263508821,,nice,Md Dulal Khan,2017-10-18 23:08:39,3,3,0,0,0,0,0,0
1232627263508821_1233812566723624,407422362695986_1232627263508821,,nice,Mulla Abubkar,2017-10-18 14:44:10,3,3,0,0,0,0,0,0
1232627263508821_1233551013416446,407422362695986_1232627263508821,,nice,Gm Abul Kashem,2017-10-18 07:59:18,3,3,0,0,0,0,0,0
1232627263508821_1233665533404994,407422362695986_1232627263508821,,nic,রংতুলি আসাদ,2017-10-18 10:41:50,3,3,0,0,0,0,0,0
1232627263508821_1234536186651262,407422362695986_1232627263508821,,Nice,ভালোবাসার রাজ কুমার,2017-10-19 13:21:13,3,3,0,0,0,0,0,0
1232627263508821_1233634966741384,407422362695986_1232627263508821,,Nice,Gengster Ridoy,2017-10-18 09:56:44,3,3,0,0,0,0,0,0
1232627263508821_1233582646746616,407422362695986_1232627263508821,,nice,Dinislam Hossain,2017-10-18 08:43:14,3,3,0,0,0,0,0,0
1232627263508821_1236070839831130,407422362695986_1232627263508821,,Nice,Md Minhaz Kazi,2017-10-21 12:48:01,2,2,0,0,0,0,0,0
1232627263508821_1236018443169703,407422362695986_1232627263508821,,nice,Riyaz Khan,2017-10-21 11:22:03,2,2,0,0,0,0,0,0
1232627263508821_1236482563123291,407422362695986_1232627263508821,,Nice,Rubel Mia,2017-10-22 02:53:39,2,2,0,0,0,0,0,0
1232627263508821_1236328529805361,407422362695986_1232627263508821,,nyc,Ariyan Mahmud Sharif,2017-10-21 21:58:49,2,2,0,0,0,0,0,0
1232627263508821_1236382659799948,407422362695986_1232627263508821,,nice,Md Mehedi Hassan,2017-10-21 23:41:08,2,2,0,0,0,0,0,0
1232627263508821_1234059230032291,407422362695986_1232627263508821,,wowo,Md Saju,2017-10-18 22:49:18,2,2,0,0,0,0,0,0
1232627263508821_1236485219789692,407422362695986_1232627263508821,,nc,Md Shanto,2017-10-22 02:59:37,2,2,0,0,0,0,0,0
1232627263508821_1236261243145423,407422362695986_1232627263508821,,Nice,Lakhi Akter Labonno,2017-10-21 19:39:16,2,2,0,0,0,0,0,0
1232627263508821_1236261189812095,407422362695986_1232627263508821,,nice,MD Rashedul Islam,2017-10-21 19:39:09,2,2,0,0,0,0,0,0
1232627263508821_1236071053164442,407422362695986_1232627263508821,,ni,Md Borhan Uddin,2017-10-21 12:48:27,2,2,0,0,0,0,0,0
1232627263508821_1236018573169690,407422362695986_1232627263508821,,Good,Kamrul Hasan Chowdhury,2017-10-21 11:22:23,2,2,0,0,0,0,0,0
1232627263508821_1236393083132239,407422362695986_1232627263508821,,nice,MD Rakib Hossan,2017-10-22 00:02:01,2,2,0,0,0,0,0,0
1232627263508821_1236273213144226,407422362695986_1232627263508821,,Nc,Ali Sab Islam,2017-10-21 20:05:44,2,2,0,0,0,0,0,0
1232627263508821_1236436206461260,407422362695986_1232627263508821,,Nice,Jahid Khan,2017-10-22 01:20:25,2,2,0,0,0,0,0,0
1232627263508821_1236262199811994,407422362695986_1232627263508821,,Wow,Sk Sharif,2017-10-21 19:41:48,2,2,0,0,0,0,0,0
1232627263508821_1235985826506298,407422362695986_1232627263508821,,wow,H.M. Rakib,2017-10-21 10:34:32,2,2,0,0,0,0,0,0
1232627263508821_1236073329830881,407422362695986_1232627263508821,,Nice,Rahe Bonik,2017-10-21 12:53:12,2,2,0,0,0,0,0,0
1232627263508821_1236055809832633,407422362695986_1232627263508821,,Nc,Md Mashud Rana,2017-10-21 12:23:28,2,2,0,0,0,0,0,0
1232627263508821_1236007076504173,407422362695986_1232627263508821,,Nic,Md Shadman,2017-10-21 11:04:59,2,2,0,0,0,0,0,0
1232627263508821_1236315669806647,407422362695986_1232627263508821,,osam,Md Jahid,2017-10-21 21:31:49,2,2,0,0,0,0,0,0
1232627263508821_1236265456478335,407422362695986_1232627263508821,,nice,Shanto Bisso,2017-10-21 19:47:34,2,2,0,0,0,0,0,0
1232627263508821_1236071129831101,407422362695986_1232627263508821,,ce,Md Borhan Uddin,2017-10-21 12:48:35,1,1,0,0,0,0,0,0
1232627263508821_1235983123173235,407422362695986_1232627263508821,,wow,নীল আকাশ আকাশ,2017-10-21 10:29:38,1,1,0,0,0,0,0,0
1232627263508821_1236491929789021,407422362695986_1232627263508821,,Osam,Mayabirat Mrsp,2017-10-22 03:16:18,1,1,0,0,0,0,0,0
1232627263508821_141154709851157,407422362695986_1232627263508821,,nice,Talukdar Jamal,2017-10-25 21:24:15,1,1,0,0,0,0,0,0
1232627263508821_1235983953173152,407422362695986_1232627263508821,,wow,Iqbal Ahmed,2017-10-21 10:31:13,2,2,0,0,0,0,0,0
1232627263508821_1234527033318844,407422362695986_1232627263508821,,Nice,Halem Sikdar,2017-10-19 13:01:02,3,3,0,0,0,0,0,0
1232627263508821_1236274836477397,407422362695986_1232627263508821,,nc,সোহেল রানা,2017-10-21 20:09:08,2,2,0,0,0,0,0,0
1232627263508821_1236365033135044,407422362695986_1232627263508821,,NYC,Araman Shakib,2017-10-21 22:56:34,2,2,0,0,0,0,0,0
1232627263508821_1233590940079120,407422362695986_1232627263508821,,Nice,Md Sagor,2017-10-18 08:56:36,4,4,0,0,0,0,0,0
1232627263508821_1234072870030927,407422362695986_1232627263508821,,what   a    misson,বসন্তের মিস্টি মেঘ,2017-10-18 23:18:20,4,4,0,0,0,0,0,0
1232627263508821_1234744209963793,407422362695986_1232627263508821,,supper,Suhel Rana,2017-10-19 20:48:31,3,3,0,0,0,0,0,0
1232627263508821_1236379913133556,407422362695986_1232627263508821,,"অনেক ভালো,,,,,,",MD Mamun Hossain,2017-10-21 23:34:32,2,2,0,0,0,0,0,0
1232627263508821_1235983069839907,407422362695986_1232627263508821,,Nice all,MD Jibon,2017-10-21 10:29:35,2,2,0,0,0,0,0,0
1232627263508821_1236020479836166,407422362695986_1232627263508821,,Nice,Shikha Khan,2017-10-21 11:25:45,2,2,0,0,0,0,0,0
1232627263508821_1234175400020674,407422362695986_1232627263508821,,It was an honor  to participate as a volunteer in this fabulous event...thanks to Lifebuoy to giving us that chance,Shadman Sakib,2017-10-19 03:12:27,6,6,0,0,0,0,0,0
1232627263508821_1234084700029744,407422362695986_1232627263508821,,We had already this activity  in Islam at least 1400 years back but  we don't  follow . The prophet  SAW says cleanliness is the part of the Iman!!!,Sonia Sadik,2017-10-18 23:44:20,3,3,0,0,0,0,0,0
1232627263508821_1232900620148152,407422362695986_1232627263508821,,Ohhhhhhh what a day..... [[PHOTO]],Nafiz Iqbal,2017-10-17 11:10:09,23,22,0,0,1,0,0,0
1232627263508821_1232824873489060,407422362695986_1232627263508821,,What's next Guinness world in bd,Sk Prabal,2017-10-17 09:20:56,10,8,0,0,0,2,0,0
1232627263508821_1232964643475083,407422362695986_1232627263508821,,"Regret , due to oversight Wrongly given a like",Dewan Saleh,2017-10-17 12:48:18,8,6,1,0,0,0,1,0
1232627263508821_1233011910137023,407422362695986_1232627263508821,,My school attend there with us in 14 October,Farhana Kabir,2017-10-17 14:02:38,7,6,0,0,1,0,0,0
1232627263508821_1232752720162942,407422362695986_1232627263508821,,great osadhron akta campaign,Sudipto Shuvo,2017-10-17 07:19:15,9,9,0,0,0,0,0,0
1232627263508821_1233683976736483,407422362695986_1232627263508821,1232627263508821_1232752720162942,Hi sudipto via friend request,MD Yousuf Ali,2017-10-18 11:04:09,0,0,0,0,0,0,0,0
1232627263508821_1232935590144655,407422362695986_1232627263508821,,"Shaborni Tiasha
U r part of this global record... 
Proud of u...✌️✌️",Shuvro Dev Karmoker,2017-10-17 12:06:40,7,6,0,0,0,0,1,0
1232627263508821_1233397403431807,407422362695986_1232627263508821,,Nobody will ever try to break this record..cause no country is as ajaira as Bangladesh. ..!!,Shahriar Shihab,2017-10-18 03:11:16,5,5,0,0,0,0,0,0
1232627263508821_1232884236816457,407422362695986_1232627263508821,,bt vaia ra amader colege e programe korlen.. ar amader no entry!!!!,Upal Kundu,2017-10-17 10:44:27,5,5,0,0,0,0,0,0
1232627263508821_1234995336605347,407422362695986_1232627263508821,,Lifeboy hand washing day. [[PHOTO]],Kohinoor Akter,2017-10-20 05:30:55,4,3,0,1,0,0,0,0
1232627263508821_1233020230136191,407422362695986_1232627263508821,,There was me in a corner with were a red shart. Did u saw me? 😜,Asif Iqbal,2017-10-17 14:19:35,6,6,0,0,0,0,0,0
1232627263508821_1236348183136729,407422362695986_1232627263508821,,I have been using lifebuoy for last 8 years.. no other brand is allowed in my wasroom,Franklin Pereira,2017-10-21 22:34:23,0,0,0,0,0,0,0,0
1232627263508821_1232738586831022,407422362695986_1232627263508821,,[[PHOTO]],Kamrul Ahsan Shamim,2017-10-17 06:55:21,16,15,1,0,0,0,0,0
1232627263508821_1232970933474454,407422362695986_1232627263508821,,Shporsho Rahman ...did u remembered  that day?,Toshiba Toshi,2017-10-17 12:58:31,4,4,0,0,0,0,0,0
1232627263508821_1232972073474340,407422362695986_1232627263508821,1232627263508821_1232970933474454,yesssss.after that je panir botol maramari hoise allah 😜😜😜😜,Shporsho Rahman,2017-10-17 13:00:13,1,1,0,0,0,0,0,0
1232627263508821_1232974406807440,407422362695986_1232627263508821,1232627263508821_1232970933474454,Hahaha.... especially ........bhodro manusera,Toshiba Toshi,2017-10-17 13:02:47,1,1,0,0,0,0,0,0
1232627263508821_1232974850140729,407422362695986_1232627263508821,1232627263508821_1232970933474454,[[STICKER]],Shporsho Rahman,2017-10-17 13:03:24,1,1,0,0,0,0,0,0
